"loc_id";"ciclovia_rango_inv_proy";"highway_rango_inv_proy";"censo2_rango_proy";"green_areas_rango_inv_proy";"mall_rango_inv_proy";"school_rango_inv_proy";"sport_rango_inv_proy";"tourism_rango_inv_proy";"ues_rango_inv_proy";"X";"Y";"optional"
21;0.998742759227753;0.943579316139221;0.607123553752899;0.947011768817902;0.907970666885376;0.922538995742798;0.940650224685669;0.955467104911804;0.931471586227417;-73.04156911;-36.82953031;TRUE
22;0.999262154102325;0.942916572093964;0.612092912197113;0.925990462303162;0.909084796905518;0.906184196472168;0.935030221939087;0.96773225069046;0.945738017559052;-73.04106296;-36.82920975;TRUE
23;0.99915486574173;0.950203716754913;0.617830395698547;0.92578649520874;0.90898472070694;0.889192938804626;0.922838151454926;0.97880357503891;0.963312029838562;-73.04045558;-36.82881327;TRUE
24;0.998937547206879;0.95414274930954;0.624596536159515;0.943694591522217;0.90816605091095;0.876868486404419;0.90724104642868;0.97875052690506;0.981566965579987;-73.03986508;-36.82843366;TRUE
25;0.999321401119232;0.96036684513092;0.626701295375824;0.950025379657745;0.905984222888947;0.865237295627594;0.893164873123169;0.98039436340332;0.995655477046967;-73.03935893;-36.82811309;TRUE
26;0.998302340507507;0.989017724990845;0.457475215196609;0.998473107814789;0.982364058494568;0.835060358047485;0.99066835641861;0.980723917484283;0.857137203216553;-73.05502427;-36.83495455;TRUE
27;0.998064458370209;0.962201297283173;0.440838098526001;0.9982048869133;0.973568201065063;0.813920736312866;0.968389511108398;0.982590675354004;0.839444577693939;-73.05569354;-36.83541285;TRUE
28;0.997288584709167;0.980118453502655;0.798512637615204;0.938299596309662;0.98321807384491;0.953869104385376;0.916666507720947;0.977252900600433;0.987377226352692;-73.04388053;-36.82596196;TRUE
29;0.99840635061264;0.964285314083099;0.807692348957062;0.961892366409302;0.990033626556396;0.956171989440918;0.907085120677948;0.991252899169922;0.971525430679321;-73.04453009;-36.82581855;TRUE
30;0.99826979637146;0.97496771812439;0.810982823371887;0.993313848972321;0.992317795753479;0.951169788837433;0.931032657623291;0.9895378947258;0.950124025344849;-73.0454496;-36.82576793;TRUE
31;0.999273180961609;0.993356227874756;0.797905564308167;0.993250489234924;0.981638252735138;0.952678680419922;0.95001745223999;0.990852415561676;0.960444569587708;-73.04605698;-36.82603788;TRUE
32;0.999224007129669;0.974821031093597;0.785248696804047;0.992439866065979;0.986457347869873;0.951330542564392;0.967362940311432;0.975902855396271;0.975958466529846;-73.04673184;-36.82635;TRUE
33;0.998783826828003;0.9903604388237;0.773672878742218;0.971653163433075;0.99665105342865;0.966594517230988;0.981588542461395;0.978152215480804;0.985078573226929;-73.04738984;-36.82662839;TRUE
34;0.999402344226837;0.984763860702515;0.762209951877594;0.950121462345123;0.995402455329895;0.979280889034271;0.978594303131104;0.980875909328461;0.985945343971252;-73.04795504;-36.82688146;TRUE
35;0.999432623386383;0.992365777492523;0.750096559524536;0.96662175655365;0.991102397441864;0.985457956790924;0.964468359947205;0.978448450565338;0.97745805978775;-73.04857086;-36.82710923;TRUE
36;0.999315738677979;0.975946366786957;0.73561829328537;0.988918960094452;0.997605681419373;0.988934695720673;0.944415926933289;0.985988974571228;0.962179481983185;-73.04922885;-36.82738761;TRUE
37;0.99854564666748;0.954888939857483;0.725026488304138;0.994674563407898;0.996201813220978;0.975494980812073;0.927342593669891;0.994215488433838;0.965254962444305;-73.04983623;-36.82762382;TRUE
38;0.998935878276825;0.949689328670502;0.710554957389832;0.990597367286682;0.987042248249054;0.956790685653687;0.905960738658905;0.985571503639221;0.973538458347321;-73.05051953;-36.82791063;TRUE
39;0.999324321746826;0.963891923427582;0.699038803577423;0.971457839012146;0.989762723445892;0.943908393383026;0.888496041297913;0.985281825065613;0.972496271133423;-73.05108473;-36.82818058;TRUE
40;0.999438226222992;0.980644345283508;0.685237228870392;0.947289645671844;0.992357313632965;0.951327085494995;0.868227958679199;0.972349405288696;0.962559044361115;-73.05169211;-36.82844209;TRUE
41;0.999335646629333;0.990844964981079;0.673078775405884;0.924971759319305;0.986226916313171;0.951590180397034;0.863346099853516;0.96552175283432;0.950555205345154;-73.05231637;-36.8287036;TRUE
42;0.999403893947601;0.98565262556076;0.660160720348358;0.900557577610016;0.976324200630188;0.946563482284546;0.883947014808655;0.981963872909546;0.963730156421661;-73.05303341;-36.82897355;TRUE
43;0.999078154563904;0.990022420883179;0.64739727973938;0.877341568470001;0.966275632381439;0.94087153673172;0.903167903423309;0.99586033821106;0.974882245063782;-73.05362392;-36.82920132;TRUE
44;0.997767925262451;0.988824963569641;0.633297264575958;0.868736863136292;0.95605993270874;0.937256276607513;0.923538267612457;0.986005544662476;0.979423522949219;-73.05429879;-36.8294797;TRUE
45;0.998202860355377;0.979274034500122;0.619507372379303;0.888966798782349;0.962752819061279;0.938876867294312;0.941218972206116;0.973315536975861;0.97253292798996;-73.05483868;-36.82970747;TRUE
46;0.998598694801331;0.993664860725403;0.603364586830139;0.912750065326691;0.974486291408539;0.936474084854126;0.962807238101959;0.97659569978714;0.960117697715759;-73.05551355;-36.82999428;TRUE
47;0.998654305934906;0.995302081108093;0.589795529842377;0.931082844734192;0.983908355236053;0.933987021446228;0.979739427566528;0.970931112766266;0.953894197940826;-73.05612093;-36.83023049;TRUE
48;0.997423887252808;0.984466314315796;0.575646817684174;0.953661441802979;0.993968367576599;0.937708497047424;0.988581418991089;0.959641337394714;0.9442498087883;-73.05684641;-36.83046669;TRUE
49;0.998645186424255;0.996021389961243;0.559641540050507;0.961552739143372;0.993676066398621;0.931430518627167;0.977022767066956;0.956637561321259;0.930618762969971;-73.0573863;-36.83073664;TRUE
50;0.998539626598358;0.975951552391052;0.541502296924591;0.962718069553375;0.981642365455627;0.921449065208435;0.954727530479431;0.956302583217621;0.913934111595154;-73.05815396;-36.83106563;TRUE
51;0.998926520347595;0.996144771575928;0.523949027061462;0.987526893615723;0.970043420791626;0.907722949981689;0.933794736862183;0.958784222602844;0.897132754325867;-73.05881196;-36.83136932;TRUE
52;0.999430358409882;0.964824318885803;0.500624120235443;0.975785195827484;0.954892635345459;0.8859823346138;0.906443476676941;0.958002388477325;0.874530136585236;-73.05970757;-36.83177566;TRUE
53;0.999348640441895;0.989294052124023;0.684698700904846;0.992100179195404;0.853210270404816;0.891644358634949;0.714531660079956;0.907101213932037;0.869749426841736;-73.06452283;-36.82079882;TRUE
54;0.999078571796417;0.974193692207336;0.699341714382172;1;0.84908139705658;0.902152299880981;0.731659531593323;0.918680012226105;0.875150561332703;-73.0639666;-36.82053526;TRUE
55;0.997072517871857;0.951146066188812;0.714552283287048;1;0.848722100257874;0.910941481590271;0.750755548477173;0.929965734481812;0.878804624080658;-73.06333855;-36.8202717;TRUE
56;0.998516738414764;0.97163200378418;0.728008031845093;1;0.85295158624649;0.91615092754364;0.769698977470398;0.938723146915436;0.880111813545227;-73.06270282;-36.81993166;TRUE
57;0.998390078544617;0.983088910579681;0.739065587520599;0.995892643928528;0.857163071632385;0.919075787067413;0.788109958171844;0.944976329803467;0.880549311637878;-73.06211178;-36.81968944;TRUE
58;0.998633623123169;0.97127366065979;0.749756157398224;1;0.859977662563324;0.917371869087219;0.806584775447845;0.945602834224701;0.877314209938049;-73.06146468;-36.8194012;TRUE
59;0.999161064624786;0.950041174888611;0.758985936641693;0.997131586074829;0.863014876842499;0.917332172393799;0.824503779411316;0.943152248859406;0.87380313873291;-73.06084787;-36.81915564;TRUE
60;0.988183081150055;0.929109036922455;0.767278671264648;1;0.865193486213684;0.913985729217529;0.842145144939423;0.936491012573242;0.868199408054352;-73.0602142;-36.8188899;TRUE
61;0.974699735641479;0.951392948627472;0.777048766613007;0.997498273849487;0.866747140884399;0.907336890697479;0.8593630194664;0.927203714847565;0.861322700977325;-73.0596334;-36.81864087;TRUE
62;0.959552526473999;0.976479113101959;0.786898255348206;1;0.866844773292542;0.904132783412933;0.877480089664459;0.913667500019073;0.851046025753021;-73.05896914;-36.81835718;TRUE
63;0.947043359279633;0.990692257881165;0.794346868991852;0.999961972236633;0.866370558738708;0.92003208398819;0.891317486763;0.903775453567505;0.841631293296814;-73.05835671;-36.8180831;TRUE
64;0.93121600151062;0.973132967948914;0.803624749183655;1;0.866782307624817;0.937455654144287;0.908825695514679;0.921447575092316;0.830502808094025;-73.05767005;-36.81781551;TRUE
65;0.91868644952774;0.985162258148193;0.810168623924255;1;0.867372989654541;0.9507195353508;0.919230163097382;0.935780227184296;0.81952291727066;-73.0570986;-36.81756883;TRUE
66;0.905015289783478;0.974039494991302;0.817687034606934;1;0.867682158946991;0.960907518863678;0.928021371364594;0.950987815856934;0.807456374168396;-73.05649814;-36.81732667;TRUE
67;0.890799939632416;0.968815207481384;0.826063752174377;0.996629059314728;0.866268932819366;0.965260565280914;0.930776238441467;0.966817438602448;0.793514370918274;-73.05586735;-36.81705937;TRUE
68;0.876009821891785;0.958551943302155;0.83544784784317;1;0.865211248397827;0.957309901714325;0.929981708526611;0.980285465717316;0.779819309711456;-73.05519765;-36.81676381;TRUE
69;0.863436639308929;0.943174600601196;0.844187617301941;1;0.862841546535492;0.94633561372757;0.92335045337677;0.985536932945251;0.776085913181305;-73.05461345;-36.81652533;TRUE
70;0.865632116794586;0.924814224243164;0.85546737909317;0.999976336956024;0.859165251255035;0.936856627464294;0.911108136177063;0.976175367832184;0.793578028678894;-73.05391201;-36.81623683;TRUE
71;0.87753838300705;0.944675445556641;0.864651799201965;0.999410569667816;0.856582522392273;0.952568650245667;0.900587797164917;0.963637411594391;0.807399749755859;-73.05337934;-36.8160232;TRUE
72;0.892592012882233;0.968249440193176;0.874973833560944;1;0.851311564445496;0.971148133277893;0.883315563201904;0.947017908096313;0.824814856052399;-73.05269488;-36.81574799;TRUE
73;0.905935108661652;0.983219385147095;0.885241448879242;1;0.846668779850006;0.987645149230957;0.867624402046204;0.931654989719391;0.840286135673523;-73.05208171;-36.81548663;TRUE
74;0.920734107494354;0.971775233745575;0.897616446018219;1;0.840117275714874;0.9916712641716;0.848158001899719;0.914203464984894;0.857462823390961;-73.05142052;-36.81520322;TRUE
75;0.933800756931305;0.95156192779541;0.909584522247314;1;0.834311008453369;0.97548246383667;0.830923795700073;0.898535847663879;0.872717380523682;-73.05078195;-36.81493338;TRUE
76;0.947774171829224;0.928141832351685;0.922775506973267;1;0.82799106836319;0.957973837852478;0.812319159507751;0.8815598487854;0.889179050922394;-73.05013064;-36.81467342;TRUE
77;0.958604991436005;0.944314002990723;0.931258380413055;0.999918162822723;0.820412337779999;0.940054535865784;0.802747488021851;0.883035719394684;0.90265828371048;-73.04954707;-36.81440611;TRUE
78;0.964526832103729;0.943435430526733;0.944167494773865;0.975896954536438;0.8301060795784;0.943418920040131;0.820816576480865;0.873633444309235;0.90864759683609;-73.04915653;-36.81501395;TRUE
